订单ID,开票日期,合伙人ID,上级合伙人ID,开票金额
5055,11/12/2019,142,1848,128184
5583,23/12/2019,142,1848,75528
5890,26/12/2019,142,1848,54757
6005,27/12/2019,142,1848,146336
2842,26/09/2019,142,1983,272715
2987,29/09/2019,142,1983,40515
3377,21/10/2019,142,1983,202069
3703,28/10/2019,142,1983,127657
3737,29/10/2019,142,1983,112907.12
3786,31/10/2019,142,1983,77385
4105,15/11/2019,142,1983,220044
4478,26/11/2019,142,1983,52714.64
5275,17/12/2019,143,1848,203850
5315,18/12/2019,143,1848,50000
5407,19/12/2019,143,1848,326010
5481,20/12/2019,143,1848,55500
5576,23/12/2019,143,1848,2304000
5671,24/12/2019,143,1848,1048400
5780,25/12/2019,143,1848,181100
5886,26/12/2019,143,1848,612700
5997,27/12/2019,143,1848,910000
804,28/05/2019,143,1983,1106300
1036,19/06/2019,143,1983,801350
1439,18/07/2019,143,1983,1031500
1565,25/07/2019,143,1983,952000
2096,23/08/2019,143,1983,1008500
2687,23/09/2019,143,1983,533000
3375,21/10/2019,143,1983,812000
4106,15/11/2019,143,1983,998000
4262,21/11/2019,143,1983,708000
5220,16/12/2019,144,1848,1976000
6006,27/12/2019,144,1848,4013050
5317,18/12/2019,145,1848,59700
2546,17/09/2019,145,1983,55200
3376,21/10/2019,145,1983,29100
5580,23/12/2019,146,1848,510400
1128,25/06/2019,146,1983,355300
1564,25/07/2019,146,1983,261300
2215,28/08/2019,146,1983,151000
2797,25/09/2019,146,1983,392000
3378,21/10/2019,146,1983,294400
4406,25/11/2019,146,1983,311200
6083,28/12/2019,147,1848,174500
6084,28/12/2019,148,1848,601350
6000,27/12/2019,149,1848,199200
3606,24/10/2019,149,1983,187200
4575,27/11/2019,149,1983,263500
6157,29/12/2019,150,1848,369200
4576,27/11/2019,150,1983,369600
6085,28/12/2019,151,1848,8016000
6086,28/12/2019,152,1848,4072000
6087,28/12/2019,153,1848,3096000
6088,28/12/2019,154,1848,5024000
6089,28/12/2019,155,1848,4032000
5889,26/12/2019,156,1848,173600
2217,28/08/2019,156,1983,203400
3673,25/10/2019,156,1983,31600
4652,28/11/2019,156,1983,165200
6214,30/12/2019,157,1848,525000
1432,18/07/2019,158,1849,3033
1485,23/07/2019,158,1849,4278
1822,08/08/2019,158,1849,3360
2646,23/09/2019,158,1849,4800
3638,25/10/2019,158,1849,3450
1433,18/07/2019,159,1849,40020
2388,05/09/2019,159,1849,90780
4437,26/11/2019,159,1849,90200
1832,09/08/2019,160,1849,5184.72
1833,09/08/2019,160,1849,18683
2860,27/09/2019,161,1849,936175
3549,24/10/2019,161,1849,885895
5430,20/12/2019,161,2119,809336.05
2941,29/09/2019,162,1849,19032.93
3012,08/10/2019,163,1849,55800
4157,18/11/2019,164,1850,597935
5014,10/12/2019,164,1850,964470
5286,17/12/2019,164,1850,1026480
5910,26/12/2019,164,1850,808340
2696,23/09/2019,164,1857,610480
3143,11/10/2019,164,1857,573885
559,29/04/2019,165,1851,1599200
866,30/05/2019,165,1851,1349480
311,28/03/2019,166,212,180114.5
696,21/05/2019,166,212,43054
1773,06/08/2019,166,212,30636
2358,03/09/2019,166,212,56572
3036,09/10/2019,166,212,84171
4858,05/12/2019,166,1852,85116
244,22/03/2019,167,212,65050
394,11/04/2019,167,212,202350
3162,14/10/2019,167,212,150740
5231,17/12/2019,167,1852,588458.1
19,09/01/2019,167,1853,305700
697,21/05/2019,168,212,75600
2008,21/08/2019,168,212,21600
5601,24/12/2019,168,1852,45000
3747,30/10/2019,169,212,419877.23
3774,31/10/2019,169,212,75959.45
4679,29/11/2019,169,212,163252.6
6038,28/12/2019,169,1852,509491.78
6051,28/12/2019,169,1852,70270.2
6124,29/12/2019,169,1852,1012820.9
6227,31/12/2019,169,1852,253260
246,22/03/2019,170,212,14037.3
2480,12/09/2019,170,212,12343.5
6039,28/12/2019,170,1852,33832.71
22,10/01/2019,170,1853,47298
245,22/03/2019,171,212,56343
622,13/05/2019,171,212,20695.7
2479,12/09/2019,171,212,28883.24
6040,28/12/2019,171,1852,60245.09
21,10/01/2019,171,1853,77300
3634,25/10/2019,172,212,1228503.6
4505,27/11/2019,172,212,112924
6109,29/12/2019,172,1852,1135625.25
621,13/05/2019,173,212,71572.56
2478,12/09/2019,173,212,31151.85
6110,29/12/2019,173,1852,5308
3745,30/10/2019,174,212,2614813.51
3746,30/10/2019,174,212,100916.48
3773,31/10/2019,174,212,99660
4672,29/11/2019,174,212,2066375
4673,29/11/2019,174,212,340574.72
4675,29/11/2019,174,212,3443657.34
4676,29/11/2019,174,212,
4677,29/11/2019,174,212,
6113,29/12/2019,174,1852,1578360.88
6180,30/12/2019,174,1852,1867569.63
6226,31/12/2019,174,1852,232875
6228,31/12/2019,174,1852,3257744.16
6229,31/12/2019,174,1852,2451662.86
813,29/05/2019,175,212,43989.27
1220,28/06/2019,175,212,88685.67
1625,29/07/2019,175,212,158999.33
6114,29/12/2019,175,1852,284718.93
1402,16/07/2019,176,212,532480
1421,17/07/2019,176,212,320081.1
1902,14/08/2019,176,212,212106.22
1916,15/08/2019,176,212,212095.05
1949,19/08/2019,176,212,422563.81
2296,30/08/2019,176,212,213288.18
2752,25/09/2019,176,212,207315.63
2809,26/09/2019,176,212,206411.61
3900,07/11/2019,176,212,418180.65
3901,07/11/2019,176,212,
4158,19/11/2019,176,212,425853.34
4159,19/11/2019,176,212,
4200,20/11/2019,176,212,211088.2
4674,29/11/2019,176,212,212329.08
4894,06/12/2019,176,1852,250579.24
5238,17/12/2019,176,1852,175932.82
3144,12/10/2019,177,212,83587.5
3926,08/11/2019,177,212,90560.7
4930,09/12/2019,177,1852,101763.9
153,26/02/2019,178,212,112796.88
759,27/05/2019,178,212,151786.85
925,10/06/2019,178,212,42589.48
2006,21/08/2019,178,212,235235.61
3231,16/10/2019,178,212,38944.8
4036,13/11/2019,178,212,45578.95
4116,18/11/2019,178,212,228635.36
5075,12/12/2019,178,1852,161624.7
151,26/02/2019,179,212,57230.36
924,10/06/2019,179,212,40228.6
2929,29/09/2019,179,212,148577.5
3232,16/10/2019,179,212,66496.88
4037,13/11/2019,179,212,145279.95
5076,12/12/2019,179,1852,120235.05
3542,24/10/2019,180,212,33013.42
4062,14/11/2019,180,212,11313.19
5126,13/12/2019,180,1852,21270.23
3541,24/10/2019,181,212,65315.7
4274,22/11/2019,181,212,77137.5
5171,16/12/2019,181,1852,78672.6
5172,16/12/2019,182,1852,144457.2
5235,17/12/2019,182,1852,18256.08
4063,14/11/2019,183,212,16378.02
5069,11/12/2019,183,1852,12409.86
6176,30/12/2019,184,1852,152480.11
6177,30/12/2019,185,1852,46896
5077,12/12/2019,186,1852,159877.35
3037,09/10/2019,187,212,67537.48
3819,04/11/2019,187,212,242138.82
5237,17/12/2019,187,1852,139016.98
207,13/03/2019,188,212,282580
237,21/03/2019,188,212,189171.9
950,12/06/2019,188,212,585167.5
2109,26/08/2019,188,212,435000
3396,22/10/2019,188,212,618949
4238,21/11/2019,188,212,509500
5239,17/12/2019,188,1852,799048
275,26/03/2019,189,212,315202.4
568,05/05/2019,189,212,335124
1379,12/07/2019,189,212,313154.1
2004,21/08/2019,189,212,237761.25
2609,20/09/2019,189,212,190011.3
3327,21/10/2019,189,212,520367.81
4349,25/11/2019,189,212,370050.47
5429,20/12/2019,189,1852,675991.22
247,22/03/2019,190,212,170970
396,11/04/2019,190,212,302360
600,09/05/2019,190,212,449820
956,13/06/2019,190,212,303892.9
1879,13/08/2019,190,212,380296.3
2148,27/08/2019,190,212,692967.9
2639,21/09/2019,190,212,816751.99
3161,14/10/2019,190,212,403207.49
3996,12/11/2019,190,212,974586.89
3997,12/11/2019,190,212,
3998,12/11/2019,190,212,
5506,23/12/2019,190,1852,508698.1
6125,29/12/2019,190,1852,606776.9
20,09/01/2019,190,1853,203890
4506,27/11/2019,191,212,267901.2
5422,19/12/2019,191,1852,364479.8
743,24/05/2019,192,212,78636.6
4276,22/11/2019,192,212,70979.2
5512,23/12/2019,192,1852,77191.2
199,12/03/2019,193,212,180619.66
395,11/04/2019,193,212,182267.01
432,17/04/2019,193,212,126641.72
783,28/05/2019,193,212,106388.38
1099,25/06/2019,193,212,108568.1
1569,26/07/2019,193,212,64056.8
2110,26/08/2019,193,212,100072.61
2753,25/09/2019,193,212,69107.31
3299,18/10/2019,193,212,89523.5
4275,22/11/2019,193,212,139448.03
5513,23/12/2019,193,1852,110338.15
10,04/01/2019,193,1853,83807.72
5696,25/12/2019,194,1852,108000
4429,26/11/2019,195,212,432658.1
5608,24/12/2019,195,1852,519759.49
1467,22/07/2019,196,212,629638.23
2030,22/08/2019,196,212,981045
5700,25/12/2019,196,1852,825345.3
1468,22/07/2019,197,212,870361.83
2031,22/08/2019,197,212,1224858.26
4504,27/11/2019,197,212,2002396.5
5701,25/12/2019,197,1852,1329998.8
5702,25/12/2019,198,1852,207000
4432,26/11/2019,199,212,200030
5803,25/12/2019,199,1852,107809
5925,27/12/2019,200,1852,90000
698,21/05/2019,201,212,276031
1100,25/06/2019,201,212,136204
1856,12/08/2019,201,212,258345
2438,10/09/2019,201,212,94850
3635,25/10/2019,201,212,382303
5926,27/12/2019,201,1852,209873.4
6048,28/12/2019,202,1852,89164.2
6127,29/12/2019,202,1852,100827.5
6049,28/12/2019,203,1852,398771.82
6050,28/12/2019,204,1852,202724.33
6052,28/12/2019,205,1852,413458.77
6053,28/12/2019,206,1852,312650.56
1570,26/07/2019,207,212,8064.47
2482,12/09/2019,207,212,34400.85
3265,17/10/2019,207,212,399414.9
3902,07/11/2019,207,212,812521.7
3903,07/11/2019,207,212,
4678,29/11/2019,207,212,601207.75
6119,29/12/2019,207,1852,108000
6120,29/12/2019,207,1852,65461.68
6121,29/12/2019,207,1852,131880.89
6126,29/12/2019,208,1852,100408.19
236,21/03/2019,209,212,294100
55,17/01/2019,209,1853,442520
105,02/02/2019,210,212,139889
1445,19/07/2019,210,212,237060
67,18/01/2019,210,1853,163430
68,18/01/2019,211,1853,85814.92
540,29/04/2019,212,1853,149659.38
541,29/04/2019,212,1853,1690752.78
542,29/04/2019,212,1853,1233493.9
1222,28/06/2019,213,1854,1283053
1260,29/06/2019,213,1854,291340
1572,26/07/2019,213,1854,845272
2059,23/08/2019,213,1854,263810
2060,23/08/2019,213,1854,940176
2061,23/08/2019,213,1854,778990
2062,23/08/2019,213,1854,736291
2700,24/09/2019,213,1854,203110
2701,24/09/2019,213,1854,387906
4338,23/11/2019,213,1854,1542629
4339,23/11/2019,213,1854,304770
1077,24/06/2019,214,1855,69716.2
4693,29/11/2019,214,1855,64240
2859,27/09/2019,215,1856,243950
5606,24/12/2019,215,1856,798290
5930,27/12/2019,216,1856,795552
6044,28/12/2019,217,1856,379960
3627,24/10/2019,218,1857,351100
4330,22/11/2019,219,1857,515190
4424,25/11/2019,220,1857,98600
2386,05/09/2019,221,1858,25837
2503,16/09/2019,222,1858,52500
2759,25/09/2019,222,1858,94900
4358,25/11/2019,222,1858,35000
4442,26/11/2019,222,1858,35800
5610,24/12/2019,222,1858,60600
5931,27/12/2019,223,1858,157392
5526,23/12/2019,224,1859,4048278
5724,25/12/2019,225,1859,261200
1501,23/07/2019,226,1860,173461.2
2054,22/08/2019,226,1860,109133.2
2605,19/09/2019,226,1860,174570
3384,21/10/2019,226,1860,153580.2
4086,15/11/2019,226,1860,231487.2
5234,17/12/2019,226,1860,334139.4
2699,24/09/2019,227,1860,331035.3
5343,19/12/2019,227,1860,320800
5821,26/12/2019,227,1860,420200
3842,04/11/2019,228,1861,303720
5683,24/12/2019,228,1861,302512
5799,25/12/2019,228,1861,202700
4893,06/12/2019,229,1862,1365000
2652,23/09/2019,230,1863,26153.8
3406,22/10/2019,230,1863,34800.37
4167,19/11/2019,230,1863,11588.06
5131,13/12/2019,230,1863,19163.65
2764,25/09/2019,231,1863,23817.7
3271,17/10/2019,231,1863,12492.68
4168,19/11/2019,232,1863,22780.15
5135,13/12/2019,232,1863,16324.52
5709,25/12/2019,233,1863,98701.96
3355,21/10/2019,234,1864,
4140,18/11/2019,234,1864,106500
4384,25/11/2019,234,1864,207200
6020,27/12/2019,235,1865,116900
3619,24/10/2019,236,1866,3001500
1364,11/07/2019,237,1867,49017.6
2387,05/09/2019,237,1867,63000
2501,16/09/2019,237,1867,65000
3200,15/10/2019,237,1867,72500
3330,21/10/2019,237,1867,111650
3927,08/11/2019,237,1867,64508.4
4436,26/11/2019,237,1867,74763
4859,05/12/2019,237,1867,78470
5504,23/12/2019,237,1867,136290
3961,11/11/2019,238,1867,131236.6
4357,25/11/2019,238,1867,130888.6
4861,05/12/2019,238,1867,131984.8
5236,17/12/2019,238,1867,129931.6
5929,27/12/2019,238,1867,92510
5775,25/12/2019,239,1868,1856000
5991,27/12/2019,239,1868,742400
700,21/05/2019,240,1869,470985.13
926,10/06/2019,240,1869,1964
1145,26/06/2019,240,1869,1230698.5
1382,12/07/2019,240,1869,12000.56
1664,30/07/2019,240,1869,838902.87
1881,13/08/2019,240,1869,598582.48
2483,12/09/2019,240,1869,771583.46
3302,18/10/2019,240,1869,775509.19
3999,12/11/2019,240,1869,698782.48
5017,11/12/2019,240,1869,831133.67
815,29/05/2019,241,1869,200096.28
996,17/06/2019,241,1869,6894.37
1146,26/06/2019,241,1869,194745.35
1835,09/08/2019,241,1869,194745.35
3403,22/10/2019,241,1869,50565
6042,28/12/2019,241,1869,313984.22
846,30/05/2019,242,1869,313628
2033,22/08/2019,242,1869,467704
2239,29/08/2019,242,1869,209878
5603,24/12/2019,242,1972,68156
958,13/06/2019,243,1869,24244.5
1261,29/06/2019,243,1869,24244.5
1275,02/07/2019,243,1869,24244.5
2063,23/08/2019,243,1869,38206.12
3336,21/10/2019,243,1869,50282.88
1177,27/06/2019,244,1869,6237
1311,08/07/2019,245,1869,7182
2032,22/08/2019,245,1869,18427.5
2556,18/09/2019,245,1869,3685.5
1953,19/08/2019,246,1869,25816
3333,21/10/2019,246,1869,36908
3962,11/11/2019,246,1869,23856
2103,24/08/2019,247,1869,136728.5
2611,20/09/2019,247,1869,251185
3202,15/10/2019,247,1869,355522
4123,18/11/2019,247,1869,267949.5
5428,20/12/2019,247,1869,377766
3201,15/10/2019,248,1869,11088
4122,18/11/2019,248,1880,5376
3266,17/10/2019,249,1869,431501.4
178,05/03/2019,250,1870,25900
1045,20/06/2019,250,1870,34720
3547,24/10/2019,250,1870,32480
744,24/05/2019,251,1870,1369444.56
761,27/05/2019,252,1870,1000380
900,05/06/2019,252,1870,1000380
3164,14/10/2019,253,1870,399000
2925,28/09/2019,254,52,270000
3189,14/10/2019,254,52,270000
3223,15/10/2019,254,52,270000
3521,23/10/2019,254,52,540000
4577,27/11/2019,254,1871,588600
6007,27/12/2019,254,1871,981000
2940,29/09/2019,255,1872,775804.35
3639,25/10/2019,255,1872,1392810.7
4443,26/11/2019,255,1872,873749.65
5699,25/12/2019,255,1872,558833.1
6043,28/12/2019,255,1872,12029.2
3713,29/10/2019,256,1873,376320
4240,21/11/2019,256,1873,812916
3960,11/11/2019,257,1873,8820
4000,12/11/2019,257,1873,79232.6
1134,25/06/2019,257,1963,250344.15
2369,03/09/2019,257,1963,30730.7
2435,09/09/2019,257,1963,46731.13
2521,16/09/2019,257,1963,8486.4
3062,09/10/2019,257,1963,82519.4
3136,11/10/2019,257,1963,3732.3
2439,10/09/2019,258,831,5484.9
4359,25/11/2019,258,1873,5835
4361,25/11/2019,259,1873,985800
4511,27/11/2019,259,1873,7579
5665,24/12/2019,259,2034,684000
4513,27/11/2019,260,1873,13140
5921,27/12/2019,260,1873,47370
994,14/06/2019,260,1963,7200
1017,17/06/2019,260,1963,4838
1715,31/07/2019,260,1963,32085
2329,30/08/2019,260,1963,66132
3739,29/10/2019,260,1963,46400
2297,30/08/2019,261,831,509901.6
2754,25/09/2019,261,831,988206.55
5232,17/12/2019,261,1873,1699045.72
5327,18/12/2019,262,1874,116280
3494,23/10/2019,263,1875,728460
3973,11/11/2019,263,1875,1533100
5748,25/12/2019,263,1875,1623306
312,28/03/2019,264,1876,275942.13
1335,09/07/2019,264,1876,173960.58
1821,08/08/2019,264,1876,165977.34
2934,29/09/2019,264,1876,337002.12
2935,29/09/2019,264,1876,424929.28
560,30/04/2019,265,1876,15327.36
1423,17/07/2019,265,1876,22576.8
3550,24/10/2019,265,1876,23796
561,30/04/2019,266,1876,40432
884,03/06/2019,266,1876,51833.6
1294,04/07/2019,266,1876,51833.6
1312,08/07/2019,266,1876,51833.6
1918,15/08/2019,266,1876,41698.8
3551,24/10/2019,266,1876,51409.8
589,08/05/2019,267,1876,53970
2238,29/08/2019,268,1877,2011002.43
2939,29/09/2019,268,1877,1012057.38
3640,25/10/2019,268,1877,729414.28
4512,27/11/2019,268,1877,495343.2
5698,25/12/2019,268,1877,994766.4
4082,14/11/2019,269,1878,107232
4155,18/11/2019,270,1878,175736
4415,25/11/2019,270,1878,160356
4820,03/12/2019,270,1878,145440
5007,10/12/2019,270,1878,1022826
5282,17/12/2019,270,1878,165768
5326,18/12/2019,270,1878,827355
5009,10/12/2019,271,1878,7004283
5324,18/12/2019,272,1878,6687351
106,02/02/2019,273,1879,71741.47
217,18/03/2019,273,1879,58213
248,22/03/2019,273,1879,179957.75
406,12/04/2019,273,1879,180684.2
107,02/02/2019,274,1879,141068.25
116,11/02/2019,274,1879,58878
117,11/02/2019,274,1879,64823.68
358,01/04/2019,274,1879,48105.03
446,19/04/2019,274,1879,157818.05
1019,18/06/2019,274,1879,24725
1446,19/07/2019,274,1879,27961
1820,08/08/2019,274,1879,50198.32
108,02/02/2019,275,1879,176160.25
118,11/02/2019,275,1879,243606
261,25/03/2019,275,1879,151870.72
262,25/03/2019,275,1879,356403.01
382,09/04/2019,275,1879,1840
415,15/04/2019,275,1879,343305.85
784,28/05/2019,275,1879,98035.6
1310,08/07/2019,275,1879,195597.22
1979,20/08/2019,275,1879,203579.08
122,14/02/2019,276,1879,27650
193,11/03/2019,276,1879,42531.44
1950,19/08/2019,276,1879,342611.1
2645,23/09/2019,276,1879,507417.06
3466,23/10/2019,276,1879,2032273.8
3846,05/11/2019,276,1879,79127.17
4335,23/11/2019,276,1879,321478.2
6111,29/12/2019,276,1879,72462.28
6112,29/12/2019,276,1879,87769.64
6173,30/12/2019,276,1879,4568400
30,11/01/2019,276,1910,55576.36
276,26/03/2019,277,1879,64657.2
883,03/06/2019,277,1879,25855.74
1142,26/06/2019,277,1879,25930.8
1334,09/07/2019,277,1879,52398.3
1917,15/08/2019,277,1879,17909.1
3400,22/10/2019,277,1879,17369.1
370,04/04/2019,278,1879,558250
454,22/04/2019,278,1879,185851.5
685,20/05/2019,279,1879,4860
871,31/05/2019,280,1879,420000
901,05/06/2019,280,1879,420000
1703,31/07/2019,280,1879,240000
2340,02/09/2019,280,1879,300000
3712,29/10/2019,280,1879,300000
5981,27/12/2019,280,2115,480000
940,11/06/2019,281,1879,406000
1259,29/06/2019,282,1879,13760
3470,23/10/2019,282,1879,13760
3038,09/10/2019,283,1879,266711.67
4790,03/12/2019,283,1879,165004.41
3687,28/10/2019,284,1879,120294.01
3871,06/11/2019,284,1879,78247.5
4966,10/12/2019,284,1879,21850
4967,10/12/2019,284,1879,16100
5501,23/12/2019,284,1879,77751.32
4163,19/11/2019,285,1879,123588
5692,25/12/2019,285,1879,271353.18
1143,26/06/2019,286,1881,259821.2
2192,28/08/2019,287,1882,150711
2810,26/09/2019,287,1882,393639
2811,26/09/2019,287,1882,101508
3468,23/10/2019,287,1882,394446.8
4354,25/11/2019,287,1882,510049.2
4355,25/11/2019,287,1882,
4356,25/11/2019,287,1882,
5507,23/12/2019,287,1882,350554.56
5508,23/12/2019,287,1882,235794.25
2761,25/09/2019,288,1882,174308.9
6073,28/12/2019,289,1883,220280
1244,28/06/2019,289,2022,231193.96
1642,29/07/2019,289,2022,285554
2130,26/08/2019,289,2022,390928
2319,30/08/2019,289,2022,63704
2920,28/09/2019,289,2022,260066
3504,23/10/2019,289,2022,448880
5764,25/12/2019,290,1883,357600
307,27/03/2019,290,2022,100800
474,23/04/2019,290,2022,235000
608,09/05/2019,290,2022,252000
993,14/06/2019,290,2022,321500
1362,10/07/2019,290,2022,394628
1430,17/07/2019,290,2022,288382
1874,12/08/2019,290,2022,399604
2269,29/08/2019,290,2022,126400
2494,12/09/2019,290,2022,400226
3082,10/10/2019,290,2022,400600
4566,27/11/2019,290,2022,221500
4794,03/12/2019,291,1884,5826.76
5133,13/12/2019,291,1884,2228.2
6232,31/12/2019,291,1884,2216.5
644,14/05/2019,292,1885,26085
656,15/05/2019,293,1885,252980
2338,30/08/2019,294,1886,288862.7
2379,04/09/2019,295,1886,1564493.82
3178,14/10/2019,295,1886,1525578.08
3829,04/11/2019,295,1886,1399408.31
3277,17/10/2019,296,1886,497651.52
5396,19/12/2019,297,1887,1429014
4809,03/12/2019,298,1887,127400
4844,04/12/2019,299,1887,75250
5983,27/12/2019,299,1887,1564920
4907,06/12/2019,300,1887,298218.25
5207,16/12/2019,300,1887,521951.9
4882,05/12/2019,301,1887,829776.4
4959,09/12/2019,301,1887,394492
607,09/05/2019,301,2023,241495
906,05/06/2019,301,2023,129050
935,10/06/2019,301,2023,124004
1091,24/06/2019,301,2023,382800
1436,18/07/2019,301,2023,174000
1641,29/07/2019,301,2023,157470
2543,17/09/2019,301,2023,515351.75
2678,23/09/2019,301,2023,230055
3151,12/10/2019,301,2023,986534.8
4309,22/11/2019,301,2023,367472
4810,03/12/2019,302,1887,270000
2574,18/09/2019,302,2023,140400
2835,26/09/2019,302,2023,152000
4845,04/12/2019,303,1887,349690
1530,24/07/2019,303,2023,777287
2045,22/08/2019,303,2023,325080
2790,25/09/2019,303,2023,288000
4910,06/12/2019,304,1887,180000
4992,10/12/2019,305,1887,66886.35
5044,11/12/2019,306,1887,267858
1169,26/06/2019,306,2023,198129.4
3803,01/11/2019,306,2023,86114
5045,11/12/2019,307,1887,1099200
4846,04/12/2019,308,1887,136000
5307,18/12/2019,309,1887,101400
5397,19/12/2019,310,1887,10800
3502,23/10/2019,310,2023,53300
5398,19/12/2019,311,1887,1629600
5980,27/12/2019,311,1887,1464120
6239,31/12/2019,311,1887,4037200
2046,22/08/2019,311,2023,812840
2734,24/09/2019,311,2023,831600
3589,24/10/2019,311,2023,369600
5399,19/12/2019,312,1887,4159548.75
5401,19/12/2019,313,1887,5848
1243,28/06/2019,313,2023,34754
1559,25/07/2019,313,2023,6902
3217,15/10/2019,313,2023,2924
5465,20/12/2019,314,1887,94700
5649,24/12/2019,315,1887,150500
682,17/05/2019,315,2023,1001100
4076,14/11/2019,315,2023,1010500
5868,26/12/2019,316,1887,447350
4395,25/11/2019,316,2023,202860
6074,28/12/2019,317,1887,140000
3662,25/10/2019,317,2023,184500
4560,27/11/2019,317,2023,220000
6075,28/12/2019,318,1887,56518
4310,22/11/2019,318,2023,66892
4393,25/11/2019,318,2023,38920
6238,31/12/2019,319,1887,781280
2682,23/09/2019,319,2023,610000
3085,10/10/2019,319,2023,2000100
3288,17/10/2019,319,2023,2110000
3595,24/10/2019,319,2023,563200
3857,05/11/2019,319,2023,2660750
3940,08/11/2019,319,2023,2449680
2434,09/09/2019,320,1888,30400
3530,23/10/2019,320,1888,25600
4490,26/11/2019,320,1888,25600
711,22/05/2019,321,456,93000
5122,13/12/2019,321,456,150240
2147,27/08/2019,322,456,189880
3107,11/10/2019,323,456,7540
3108,11/10/2019,324,456,200000
3325,21/10/2019,325,456,100000
5340,19/12/2019,325,456,100000
3632,25/10/2019,326,456,1749960
4426,26/11/2019,326,456,1831050
4425,26/11/2019,327,456,478882.8
4892,06/12/2019,327,456,208000
4928,09/12/2019,327,456,806118.3
4347,25/11/2019,328,456,2000180
4427,26/11/2019,329,456,369804.2
5806,26/12/2019,329,456,393946.12
4428,26/11/2019,330,456,202560
4788,03/12/2019,331,456,13204.75
4789,03/12/2019,332,456,63407.42
6166,30/12/2019,332,456,71675.14
4965,10/12/2019,333,456,301207
4927,09/12/2019,334,456,175824
5119,13/12/2019,335,456,45650
5120,13/12/2019,336,456,11660
5121,13/12/2019,337,456,14680
5123,13/12/2019,338,456,38210
5424,20/12/2019,339,456,39600
5425,20/12/2019,340,456,140000
6107,29/12/2019,341,456,267369
2807,26/09/2019,342,,1122575.93
2308,30/08/2019,343,1889,149074
2612,20/09/2019,343,1889,86897
3270,17/10/2019,343,1889,84939.61
4089,15/11/2019,343,1889,165489.34
5614,24/12/2019,343,1889,61438.24
6231,31/12/2019,344,1889,710400
6131,29/12/2019,345,1889,1137820
6234,31/12/2019,346,1889,182500
3776,31/10/2019,347,1890,1500
4516,27/11/2019,347,1890,1030
5435,20/12/2019,347,1890,6638
3778,31/10/2019,348,1890,7300
5446,20/12/2019,348,1890,3200
133,19/02/2019,349,1891,15480
212,13/03/2019,349,1891,15253
349,29/03/2019,349,1891,17900
587,07/05/2019,349,1891,28900
919,06/06/2019,349,1891,41750
1330,08/07/2019,349,1891,34653
1815,07/08/2019,349,1891,50598
2579,18/09/2019,349,1891,70830
3296,17/10/2019,349,1891,26630
3864,05/11/2019,349,1891,37010
4918,06/12/2019,349,1891,23940
140,21/02/2019,350,1891,1400
350,29/03/2019,351,1891,25044
2328,30/08/2019,351,1891,8348
586,07/05/2019,352,1891,4600
1329,08/07/2019,352,1891,9500
1814,07/08/2019,352,1891,11700
2383,04/09/2019,352,1891,5800
3295,17/10/2019,352,1891,20100
4919,06/12/2019,352,1891,27750
1346,09/07/2019,353,1891,11756
1831,08/08/2019,354,1891,77500
2053,22/08/2019,355,1891,10054
898,04/06/2019,356,1892,9616.26
4671,29/11/2019,357,527,147239.89
4821,04/12/2019,358,527,1241556.24
309,27/03/2019,359,46,491800
555,29/04/2019,359,46,491800
1014,17/06/2019,359,46,751200
352,29/03/2019,360,46,300784.5
683,17/05/2019,360,46,308883
355,29/03/2019,361,46,1052041
478,23/04/2019,361,46,3265630.14
842,29/05/2019,361,46,1544689.14
899,04/06/2019,361,46,729947.93
909,05/06/2019,361,46,729947.93
1097,24/06/2019,361,46,1162482.82
1214,27/06/2019,361,46,306184
1273,01/07/2019,361,46,97920
1502,23/07/2019,361,46,1505203.5
1914,14/08/2019,361,46,1299350.12
1929,15/08/2019,361,46,215140
2992,29/09/2019,361,46,1530656.9
3787,31/10/2019,361,46,1555516.1
6092,28/12/2019,361,46,91542.73
378,04/04/2019,362,46,146000
479,23/04/2019,362,46,218500
493,24/04/2019,362,46,128100
662,15/05/2019,362,46,405200
1039,19/06/2019,362,46,211100
1976,19/08/2019,362,46,308800
3392,21/10/2019,362,46,426400
4494,26/11/2019,362,46,288410
5798,25/12/2019,362,46,296100
477,23/04/2019,363,46,1188800
738,23/05/2019,363,46,698600
1096,24/06/2019,363,46,614600
1652,29/07/2019,363,46,617200
2142,26/08/2019,363,46,700200
2632,20/09/2019,363,46,1886200
3534,23/10/2019,363,46,2009800
3682,25/10/2019,363,46,500900
4495,26/11/2019,363,46,1318000
4585,27/11/2019,363,46,895000
5491,20/12/2019,363,46,1810000
492,24/04/2019,364,46,326500
736,23/05/2019,364,46,342950
1248,28/06/2019,364,46,326800
1249,28/06/2019,364,46,2260
1500,23/07/2019,364,46,196400
1695,30/07/2019,364,46,395800
2099,23/08/2019,364,46,328300
2690,23/09/2019,364,46,351500
3100,10/10/2019,364,46,351600
3815,01/11/2019,364,46,366300
4324,22/11/2019,364,46,348600
5587,23/12/2019,364,46,430800
522,26/04/2019,365,46,674028.38
865,30/05/2019,365,46,500318.56
1208,27/06/2019,365,46,1053889.88
1650,29/07/2019,365,46,902209.05
2326,30/08/2019,365,46,909515.42
2988,29/09/2019,365,46,903652.89
3675,25/10/2019,365,46,961724.84
4748,29/11/2019,365,46,653637.59
